,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Eden Hazard,"£ 222,865","£ 11,589,000","£ 11,907,094",F,26,Belgium,Chelsea,Premier League,2017-2018
1,Cesc Fàbregas,"£ 205,654","£ 10,694,000","£ 10,987,528",M,30,Spain,Chelsea,Premier League,2017-2018
2,Álvaro Morata,"£ 170,000","£ 8,840,000","£ 9,082,639",F,24,Spain,Chelsea,Premier League,2017-2018
3,N'Golo Kanté,"£ 150,000","£ 7,800,000","£ 8,014,094",M,26,France,Chelsea,Premier League,2017-2018
4,David Luiz,"£ 124,808","£ 6,490,000","£ 6,668,137",D,30,Brazil,Chelsea,Premier League,2017-2018
5,Willian,"£ 120,000","£ 6,240,000","£ 6,411,275",F,28,Brazil,Chelsea,Premier League,2017-2018
6,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,877,002",F,30,France,Chelsea,Premier League,2017-2018
7,Ross Barkley,"£ 100,000","£ 5,200,000","£ 5,342,729",M,23,England,Chelsea,Premier League,2017-2018
8,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,342,729",M,27,England,Chelsea,Premier League,2017-2018
9,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,342,729",D,24,Germany,Chelsea,Premier League,2017-2018
10,Thibaut Courtois,"£ 100,000","£ 5,200,000","£ 5,342,729",K,25,Belgium,Chelsea,Premier League,2017-2018
11,Pedro,"£ 99,096","£ 5,153,000","£ 5,294,439",F,29,Spain,Chelsea,Premier League,2017-2018
12,César Azpilicueta,"£ 90,000","£ 4,680,000","£ 4,808,456",D,27,Spain,Chelsea,Premier League,2017-2018
13,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,274,183",D,21,Denmark,Chelsea,Premier League,2017-2018
14,Gary Cahill,"£ 80,000","£ 4,160,000","£ 4,274,183",D,31,England,Chelsea,Premier League,2017-2018
15,Victor Moses,"£ 75,000","£ 3,900,000","£ 4,007,047",F,26,Nigeria,Chelsea,Premier League,2017-2018
16,Davide Zappacosta,"£ 70,000","£ 3,640,000","£ 3,739,910",D,25,Italy,Chelsea,Premier League,2017-2018
17,Tammy Abraham,"£ 50,000","£ 2,600,000","£ 2,671,365",F,19,England,Chelsea,Premier League,2017-2018
18,Marcos Alonso,"£ 50,000","£ 2,600,000","£ 2,671,365",D,26,Spain,Chelsea,Premier League,2017-2018
19,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,457,655",D,22,France,Chelsea,Premier League,2017-2018
20,Emerson,"£ 42,000","£ 2,184,000","£ 2,243,946",D,22,Italy,Chelsea,Premier League,2017-2018
21,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,869,955",M,21,England,Chelsea,Premier League,2017-2018
22,Willy Caballero,"£ 30,000","£ 1,560,000","£ 1,602,819",K,35,Argentina,Chelsea,Premier League,2017-2018
23,Eduardo,"£ 30,000","£ 1,560,000","£ 1,602,819",K,34,Portugal,Chelsea,Premier League,2017-2018
24,Kenedy,"£ 25,000","£ 1,300,000","£ 1,335,682",M,21,Brazil,Chelsea,Premier League,2017-2018
25,Wallace Oliveira,"£ 10,538","£ 548,000","£ 563,041",D,23,Brazil,Chelsea,Premier League,2017-2018
26,Matej Delac,"£ 8,500","£ 442,000","£ 454,132",K,24,Croatia,Chelsea,Premier League,2017-2018
27,Dujon Sterling,"£ 6,500","£ 338,000","£ 347,277",D,17,England,Chelsea,Premier League,2017-2018
28,Trevoh Chalobah,"£ 5,500","£ 286,000","£ 293,850",D,17,England,Chelsea,Premier League,2017-2018
29,Kyle Scott,"£ 3,000","£ 156,000","£ 160,282",M,19,United States,Chelsea,Premier League,2017-2018
30,Ethan Ampadu,£ 96,"£ 5,000","£ 5,137",D,16,Wales,Chelsea,Premier League,2017-2018
31,Callum Hudson-Odoi,£ 96,"£ 5,000","£ 5,137",F,16,England,Chelsea,Premier League,2017-2018
32,Lucas Piazón,£ 0,£ 0,£ 0,F,23,Brazil,Chelsea,Premier League,2017-2018
33,Fikayo Tomori,£ 0,£ 0,£ 0,D,19,England,Chelsea,Premier League,2017-2018
34,Tiemoué Bakayoko,£ 0,£ 0,£ 0,M,22,France,Chelsea,Premier League,2017-2018
35,Todd Kane,£ 0,£ 0,£ 0,D,23,England,Chelsea,Premier League,2017-2018
36,Tomas Kalas,£ 0,£ 0,£ 0,D,24,Czech Republic,Chelsea,Premier League,2017-2018
37,Charly Musonda Jr,£ 0,£ 0,£ 0,M,20,Belgium,Chelsea,Premier League,2017-2018
38,Jake Clarke-Salter,£ 0,£ 0,£ 0,D,19,England,Chelsea,Premier League,2017-2018
39,Lewis Baker,£ 0,£ 0,£ 0,M,22,England,Chelsea,Premier League,2017-2018
40,Marco van Ginkel,£ 0,£ 0,£ 0,M,24,Netherlands,Chelsea,Premier League,2017-2018
41,Michael Hector,£ 0,£ 0,£ 0,D,24,Jamaica,Chelsea,Premier League,2017-2018
42,Michy Batshuayi,£ 0,£ 0,£ 0,F,23,Belgium,Chelsea,Premier League,2017-2018
43,Ola Aina,£ 0,£ 0,£ 0,D,20,Nigeria,Chelsea,Premier League,2017-2018
44,Jeremie Boga,£ 0,£ 0,£ 0,F,20,Cote d'Ivoire,Chelsea,Premier League,2017-2018
45,Jamal Blackman,£ 0,£ 0,£ 0,K,23,England,Chelsea,Premier League,2017-2018
